time_period,academic_year,YAG,qualification_level,sex,CAH3_code,CAH3_subject,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
202324,2019/2020,3 YAG,First-degree,Male,CAH02-06-01,Health sciences (non-specific),735,725,0.4,1.2,720,3.4,2,65.6,92.4,94.6,29,465,33300,42500,49000
202122,2019/2020,1 YAG,First-degree,Female,CAH02-06-04,Environmental and public health,270,265,0.4,0.7,265,1.7,7.2,50,79.2,91.2,41.2,130,16100,21900,27000
202324,2021/2022,1 YAG,First-degree,Male,CAH02-05-01,Medical technology,280,280,0.7,0.7,275,2.5,3.2,85.6,94.2,94.2,8.7,235,31100,35100,41400
202324,2021/2022,1 YAG,First-degree,Female,CAH02-04-04,Midwifery,1910,1895,0.4,0.8,1890,1.4,2.5,87.8,95.6,96.1,8.3,1655,31500,36600,42100
202324,2021/2022,1 YAG,First-degree,Female,CAH03-01-06,Zoology,725,695,0.8,3.8,690,1.3,9.4,61.7,81.1,89.3,27.6,410,15400,21200,24900
202324,2019/2020,3 YAG,First-degree,Female,CAH15-04-01,Social work,3230,3210,0.7,0.6,3185,1.6,5,78.1,92,93.4,15.3,2455,23800,33300,38100
202324,2019/2020,3 YAG,First-degree,Female,CAH02-04-04,Midwifery,1785,1750,0.5,2,1740,1.3,3.1,80.4,94.8,95.6,15.2,1395,30400,38100,43900
202223,2020/2021,1 YAG,First-degree,Female,CAH02-04-02,Adult nursing,9175,9115,0.5,0.7,9065,1.2,3,83.5,95.3,95.8,12.4,7530,26300,30300,35000
202324,2021/2022,1 YAG,First-degree,Male,CAH22-01-01,Education,590,585,0.7,0.5,580,4.3,6.7,53.7,82,88.9,35.2,305,18300,23800,28200
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-06,"Bioengineering, medical and biomedical engineering",250,250,1.4,1.7,245,1.5,7.7,57.4,77.3,90.8,33.5,135,22600,27400,33900
202122,2019/2020,1 YAG,First-degree,Male,CAH15-01-01,Social sciences (non-specific),105,100,0,1.1,100,4.3,11,51.1,74.2,84.7,33.6,50,16800,23700,29600
202223,2020/2021,1 YAG,First-degree,Female,CAH15-04-01,Social work,3225,3210,1.1,0.4,3175,1,4.8,75,92.3,94.2,19.3,2360,21900,29900,33200
202122,2019/2020,1 YAG,First-degree,Female,CAH15-04-01,Social work,3230,3220,0.7,0.3,3195,1.2,5.1,71.7,91.3,93.7,22,2265,20400,28100,31000
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-02,Adult nursing,10535,10505,0.6,0.3,10435,1.2,2.6,82.8,95.5,96.2,13.4,8625,25600,28800,33600
202324,2019/2020,3 YAG,First-degree,Male,CAH15-01-02,Sociology,1770,1740,0.4,1.8,1730,4,7.3,71.6,86.5,88.7,17.1,1220,22700,27100,32900
202122,2019/2020,1 YAG,First-degree,Female,CAH02-06-07,"Counselling, psychotherapy and occupational therapy",1690,1685,0.7,0.4,1670,2.4,5.6,75.9,89.3,92,16.1,1225,18600,24100,26600
202122,2019/2020,1 YAG,First-degree,Female,CAH02-05-04,"Anatomy, physiology and pathology",535,530,0.4,1,530,2,4.2,35.8,73.3,93.8,58.1,185,19000,23700,27700
202122,2019/2020,1 YAG,First-degree,Female,CAH02-06-01,Health sciences (non-specific),1860,1855,0.5,0.3,1850,1.6,4,78.9,91.2,94.4,15.4,1435,23700,28100,34300
202223,2020/2021,1 YAG,First-degree,Male,CAH03-02-01,Sport and exercise sciences,5525,5445,0.8,1.5,5400,2.5,6.4,59.9,85.3,91,31.1,3110,15700,20800,25200
202223,2020/2021,1 YAG,First-degree,Female,CAH15-04-03,Health studies,2345,2340,0.6,0.3,2325,2,8,57.4,82.3,90,32.6,1295,14200,20800,25900
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-07,Mental health nursing,1935,1935,0.3,0.2,1925,2,2.6,84.5,94.6,95.4,11,1620,27700,31800,38000
202122,2019/2020,1 YAG,First-degree,Male,CAH25-02-02,Music,3600,3570,3.1,0.8,3460,3.6,10.1,63.5,79.9,86.3,22.8,2030,11300,16100,20400
202223,2020/2021,1 YAG,First-degree,Male,CAH01-01-02,Medicine (non-specific),2575,2555,0.6,0.8,2540,10.4,14.5,54.9,65.9,75.1,20.3,1385,38700,41600,47100
202324,2021/2022,1 YAG,First-degree,Female,CAH22-01-01,Education,5850,5810,0.4,0.7,5785,2,6.4,57.5,85.8,91.7,34.2,3275,15700,20900,26000
202122,2019/2020,1 YAG,First-degree,Male,CAH13-01-02,Building,2440,2430,1,0.5,2405,2.5,4.1,83.8,91.9,93.4,9.6,1990,24800,31400,42300
202324,2021/2022,1 YAG,First-degree,Male,CAH10-01-03,Production and manufacturing engineering,1055,1035,1.2,1.7,1020,3.3,5.2,74.4,87.5,91.5,17.1,750,27400,32600,40600
202324,2019/2020,3 YAG,First-degree,Female,CAH22-01-01,Education,6180,6115,0.8,1.1,6070,3,7.8,77.2,87.2,89.2,12.1,4595,19000,25600,29600
202324,2019/2020,3 YAG,First-degree,Female,CAH02-06-05,Physiotherapy,865,825,0.8,4.3,820,2.2,4.3,87,93.2,93.5,6.5,700,30700,35100,37300
202223,2020/2021,1 YAG,First-degree,Male,CAH02-06-01,Health sciences (non-specific),815,815,0.7,0.3,810,0.9,2.9,74.8,94,96.2,21.4,595,29900,35400,43100
202223,2020/2021,1 YAG,First-degree,Female,CAH06-01-01,Animal science,990,980,0.4,1.2,975,1.9,6.5,67,85.7,91.7,24.7,630,16600,20100,23000
202223,2020/2021,1 YAG,First-degree,Female,CAH15-01-02,Sociology,7880,7760,0.6,1.5,7720,1.8,7.2,60,85.3,91,31,4555,17400,21500,25600
202223,2020/2021,1 YAG,First-degree,Female,CAH04-01-01,Psychology (non-specific),12550,12360,0.8,1.5,12265,2.6,6,51.9,83.7,91.4,39.6,6220,16400,21500,25600
202324,2019/2020,3 YAG,First-degree,Male,CAH17-01-04,Management studies,2715,2640,1.3,2.7,2610,6.5,6.2,77.5,86,87.3,9.8,1970,27800,38400,52300
202223,2020/2021,1 YAG,First-degree,Female,CAH22-01-01,Education,6770,6730,0.7,0.6,6685,1.8,5.5,57.6,87,92.7,35.1,3775,14600,19300,24500
202122,2019/2020,1 YAG,First-degree,Male,CAH15-02-01,Economics,5025,4965,0.6,1.2,4935,3.1,6.3,54.5,81.5,90.6,36.1,2640,20400,26600,34300
202122,2019/2020,1 YAG,First-degree,Male,CAH15-01-05,Development studies,90,90,0.7,1.1,90,2.2,3.9,56.5,84.5,93.9,37.4,50,17900,22600,27300
202223,2020/2021,1 YAG,First-degree,Male,CAH23-01-01,"Combined, general or negotiated studies",895,875,1.7,2.2,860,7.6,5.5,62.5,80.6,86.9,24.3,510,22300,29200,42000
202122,2019/2020,1 YAG,First-degree,Female,CAH17-01-01,Business and management (non-specific),2850,2805,1.1,1.5,2775,3.3,8.1,64,83,88.6,24.6,1725,17200,22500,28100
202223,2020/2021,1 YAG,First-degree,Male,CAH09-01-01,Mathematics,4115,4025,0.6,2.2,4000,5,6.4,54.5,79.4,88.6,34.1,2145,22600,28100,35000
202122,2019/2020,1 YAG,First-degree,Male,CAH03-01-03,Ecology and environmental biology,320,315,0.3,2.6,310,4.3,8.4,49.3,73.4,87.3,37.9,145,14600,19000,22600
202223,2020/2021,1 YAG,First-degree,Female,CAH17-01-04,Management studies,2810,2775,0.9,1.2,2750,2.9,6.8,73.1,87.4,90.3,17.2,1980,22600,29200,39400
202223,2020/2021,1 YAG,First-degree,Female,CAH22-01-02,Teacher training,4095,4045,0.6,1.2,4020,1.2,3.5,86.4,93.9,95.3,8.9,3455,20800,25600,26000
202223,2020/2021,1 YAG,First-degree,Female,CAH02-04-04,Midwifery,1865,1855,0.6,0.5,1845,0.6,2.7,87.1,96.4,96.7,9.6,1600,28100,33600,39100
202122,2019/2020,1 YAG,First-degree,Female,CAH25-01-03,Design studies,7975,7875,0.7,1.3,7815,3.1,10.3,73.3,83.4,86.6,13.3,5510,13100,18200,21900
202223,2020/2021,1 YAG,First-degree,Male,CAH13-01-02,Building,2760,2740,1.2,0.7,2710,2.9,4.3,81.7,91.7,92.8,11.1,2180,27000,33200,43800
202324,2019/2020,3 YAG,First-degree,Female,CAH02-04-02,Adult nursing,10535,10440,0.6,0.9,10375,1.8,3.1,74.1,94.2,95.1,21,7620,27800,34400,40600
202324,2021/2022,1 YAG,First-degree,Female,CAH02-04-02,Adult nursing,8355,8310,0.6,0.5,8260,1.3,2.9,83.2,95.1,95.8,12.7,6845,29300,32900,37700
202324,2019/2020,3 YAG,First-degree,Male,CAH13-01-02,Building,2440,2410,1.1,1.3,2385,4.1,5.6,86.4,89.8,90.3,4,2030,33300,43200,54900
202223,2020/2021,1 YAG,First-degree,Female,CAH15-04-02,Childhood and youth studies,2715,2705,0.9,0.3,2680,2.2,6.7,61.3,85.7,91.1,29.9,1615,14200,19000,23400
202324,2021/2022,1 YAG,First-degree,Female,CAH10-01-01,Engineering (non-specific),350,340,1.8,3.2,335,3.6,4.8,74.2,87.6,91.6,17.4,240,26700,32200,39500
202324,2019/2020,3 YAG,First-degree,Female,CAH02-06-07,"Counselling, psychotherapy and occupational therapy",1690,1675,0.8,0.8,1665,3.6,5.4,77.7,89.1,91,13.3,1240,22000,30000,35100
202324,2019/2020,3 YAG,First-degree,Male,CAH03-02-01,Sport and exercise sciences,5570,5440,0.5,2.3,5415,3.4,6.1,74.8,87.7,90.5,15.7,3925,22000,27100,31500
202223,2020/2021,1 YAG,First-degree,Female,CAH02-04-07,Mental health nursing,1925,1915,0.7,0.5,1900,1.5,3.1,84.9,94.7,95.4,10.5,1600,28500,33200,40900
202324,2019/2020,3 YAG,First-degree,Female,CAH02-04-07,Mental health nursing,1935,1915,0.3,1.2,1905,2.7,3.1,81.5,93.6,94.3,12.7,1530,32900,38400,45400
202223,2020/2021,1 YAG,First-degree,Male,CAH02-04-02,Adult nursing,720,715,0.9,0.7,705,1,3.8,81.7,94.5,95.2,13.5,575,28100,32500,38000
202324,2021/2022,1 YAG,First-degree,Female,CAH02-06-06,Complementary and alternative medicine,405,395,1.5,1.7,390,4.7,5.3,83.4,88.7,90,6.7,285,10500,19400,29800
202324,2021/2022,1 YAG,First-degree,Male,CAH20-01-03,Archaeology,190,185,0.3,1.9,185,4.6,10.4,49.2,71.2,85,35.8,90,19800,23800,26000
202324,2021/2022,1 YAG,First-degree,Female,CAH22-01-02,Teacher training,3860,3810,0.4,1.3,3795,1.7,3.7,86.6,93.3,94.6,8.1,3275,22300,27400,27800
202324,2019/2020,3 YAG,First-degree,Female,CAH04-01-01,Psychology (non-specific),9665,9450,0.5,2.2,9405,2.7,6.5,66.5,86.8,90.8,24.4,6155,22700,27100,31800
202324,2019/2020,3 YAG,First-degree,Female,CAH02-05-01,Medical technology,800,795,0.5,1.1,790,1.5,3.6,70,93.4,95,25,550,33700,39500,45400
202122,2019/2020,1 YAG,First-degree,Male,CAH10-03-06,Others in technology,525,515,1.1,1.5,510,3.3,9.5,71.9,82.9,87.2,15.3,335,14600,20100,25200
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-01,Engineering (non-specific),1455,1435,0.8,1.4,1425,4.3,5.4,74.4,86.4,90.3,15.8,1035,27700,35400,46700
202324,2019/2020,3 YAG,First-degree,Male,CAH04-01-02,Applied psychology,235,235,0.6,1.6,230,6.4,6.7,65.9,83.7,87,21.1,150,21200,26400,32200
202223,2020/2021,1 YAG,First-degree,Male,CAH17-01-02,Business studies,6205,6110,1.4,1.5,6025,4.9,8.5,68.1,82.1,86.6,18.4,3980,20100,25600,32100
202324,2019/2020,3 YAG,First-degree,Male,CAH22-01-01,Education,690,675,0.4,2.1,670,2.5,5.3,79.1,91.4,92.2,13.1,525,21200,27800,31500
202122,2019/2020,1 YAG,First-degree,Female,CAH15-04-02,Childhood and youth studies,2620,2610,0.5,0.3,2600,1.5,6.6,58.8,84.6,91.9,33.1,1500,12800,16800,20800
202324,2021/2022,1 YAG,First-degree,Male,CAH11-01-01,Computer science,6610,6535,1,1.2,6470,5.6,9.4,72.7,80.9,85,12.3,4630,24900,31500,40600
202122,2019/2020,1 YAG,First-degree,Female,CAH01-01-02,Medicine (non-specific),3365,3345,0.4,0.6,3330,2.1,3.1,73.4,87.1,94.7,21.3,2435,36500,39100,42000
202324,2021/2022,1 YAG,First-degree,Male,CAH02-06-07,"Counselling, psychotherapy and occupational therapy",230,230,0.9,0.9,230,5.3,8.3,68.9,85.1,86.4,17.4,150,20500,27800,32900
202122,2019/2020,1 YAG,First-degree,Male,CAH03-01-06,Zoology,320,315,1.9,1.3,310,3,8.6,50.3,74.1,88.4,38.1,150,14600,17900,20800
202324,2021/2022,1 YAG,First-degree,Female,CAH04-01-02,Applied psychology,905,890,0.3,1.6,885,2.2,6.7,51.8,83.5,91.2,39.4,445,17600,22700,26000
202223,2020/2021,1 YAG,First-degree,Female,CAH16-01-01,Law,9850,9755,0.6,1,9695,2.1,5.3,43.2,82.8,92.6,49.4,4105,18600,22300,27400
202324,2021/2022,1 YAG,First-degree,Female,CAH01-01-02,Medicine (non-specific),3630,3595,0.3,1,3585,0.8,1.8,77.9,90,97.4,19.5,2790,39900,42800,49800
202324,2021/2022,1 YAG,First-degree,Female,CAH15-04-01,Social work,3275,3250,0.8,0.6,3225,1.9,4.6,77.3,91.5,93.5,16.2,2480,25600,32200,35100
202324,2019/2020,3 YAG,First-degree,Female,CAH01-01-02,Medicine (non-specific),3365,3145,0.5,6.6,3125,2.4,5.2,73.8,90.8,92.4,18.6,2280,41700,50900,58900
202223,2020/2021,1 YAG,First-degree,Male,CAH19-01-03,Literature in English,740,725,0.7,2.2,720,3.2,8.5,49.3,74.9,88.3,39,345,16400,21200,27000
202223,2020/2021,1 YAG,First-degree,Male,CAH20-01-01,History,3985,3910,1.1,1.9,3870,3.9,7,46,75.2,89.2,43.2,1730,18200,23000,28500
202324,2021/2022,1 YAG,First-degree,Female,CAH04-01-01,Psychology (non-specific),11485,11295,0.4,1.7,11245,2.4,6.9,53.5,82.9,90.7,37.2,5915,16800,22300,26700
202122,2019/2020,1 YAG,First-degree,Male,CAH01-01-02,Medicine (non-specific),2610,2585,0.3,0.9,2575,1.5,3,74,88,95.5,21.5,1905,37200,39800,43100
202223,2020/2021,1 YAG,First-degree,Male,CAH25-02-02,Music,3435,3390,0.9,1.3,3360,3.8,10.9,64.8,79.9,85.3,20.5,2005,12800,18200,23400
202122,2019/2020,1 YAG,First-degree,Female,CAH04-01-01,Psychology (non-specific),9665,9595,0.3,0.7,9565,1.5,5.5,48.5,84.2,93,44.6,4560,14600,19300,23400
202324,2019/2020,3 YAG,First-degree,Male,CAH02-06-05,Physiotherapy,515,495,0.4,3.9,495,2.8,3.9,83.4,91.7,93.3,9.9,410,31800,35100,38400
202122,2019/2020,1 YAG,First-degree,Female,CAH07-04-02,Forensic and archaeological sciences,910,900,0,1,900,1.7,5.4,58.4,84.6,92.9,34.5,520,15700,19700,23700
202223,2020/2021,1 YAG,First-degree,Female,CAH04-01-02,Applied psychology,820,815,0,1,815,1.7,5,52.4,86.4,93.3,41,415,16800,21200,24800
202324,2019/2020,3 YAG,First-degree,Male,CAH19-01-07,Linguistics,115,110,0,3.1,110,10.8,7.1,65.1,78.1,82.1,17,70,22700,27800,33700
202223,2020/2021,1 YAG,First-degree,Female,CAH03-02-01,Sport and exercise sciences,2995,2950,0.4,1.5,2935,1.2,4,51.6,87.7,94.8,43.2,1455,15700,20400,24800
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-09,Others in nursing,335,335,1.8,0,330,2.8,1.6,68.6,92.6,95.6,27,225,27700,33900,40500
202223,2020/2021,1 YAG,First-degree,Female,CAH23-01-01,"Combined, general or negotiated studies",1970,1940,1.1,1.8,1915,6.6,6,60.5,81.1,87.4,26.9,1110,15000,22300,28800
202223,2020/2021,1 YAG,First-degree,Male,CAH15-03-01,Politics,3555,3470,0.7,2.3,3445,4.4,8.3,50.8,76.1,87.3,36.5,1695,20100,25200,31800
202324,2019/2020,3 YAG,First-degree,Female,CAH20-01-01,History,4070,3940,0.4,3.2,3920,3.4,5.6,73.9,87.9,91,17.1,2840,24200,28900,34800
202324,2019/2020,3 YAG,First-degree,Female,CAH19-01-03,Literature in English,2430,2375,0.5,2.2,2365,3.5,7.4,75.3,86.6,89.2,13.9,1750,22700,27300,31100
202324,2021/2022,1 YAG,First-degree,Male,CAH17-01-02,Business studies,5175,5065,1.2,2.1,5000,5.4,9.7,67.7,80.7,84.9,17.2,3275,20900,26400,32600
202324,2019/2020,3 YAG,First-degree,Male,CAH15-04-01,Social work,390,385,1.2,1,380,1.6,3.8,76.2,92,94.6,18.5,285,27800,34800,38800
202324,2019/2020,3 YAG,First-degree,Female,CAH15-04-03,Health studies,1660,1645,1,0.7,1630,2.6,9.4,65.1,83.8,88,22.9,1035,17600,24900,31100
202324,2019/2020,3 YAG,First-degree,Male,CAH02-04-02,Adult nursing,855,845,0.8,1.3,840,2.8,3.9,68.7,92.1,93.3,24.6,565,32200,37700,45000
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-03,Community nursing,375,375,1.3,0.3,370,2.4,1.2,78.4,95.8,96.3,17.9,290,27000,31800,38300
202324,2021/2022,1 YAG,First-degree,Male,CAH15-01-02,Sociology,1865,1840,0.6,1.3,1830,3.1,8.2,64.3,82,88.7,24.4,1150,20100,24500,29600
202122,2019/2020,1 YAG,First-degree,Male,CAH16-01-01,Law,4110,4085,0.6,0.6,4060,2.2,6.2,39.4,77.7,91.6,52.2,1545,15700,20400,25900
202324,2021/2022,1 YAG,First-degree,Female,CAH17-01-01,Business and management (non-specific),3850,3790,2.6,1.6,3690,5.2,9.4,63.2,79.5,85.4,22.2,2250,19000,25600,32900
202324,2019/2020,3 YAG,First-degree,Male,CAH11-01-02,Information technology,720,705,1.3,2,700,5.3,7.6,79.4,85.7,87.2,7.8,540,26700,34600,46100
202122,2019/2020,1 YAG,First-degree,Female,CAH01-01-04,Dentistry,565,555,0.7,1.4,550,2,4.9,88.4,91.7,93.1,4.7,290,33200,37200,43100
202223,2020/2021,1 YAG,First-degree,Male,CAH22-01-01,Education,685,675,0.9,1.2,670,2.4,5.7,55.5,86,92,36.4,365,17200,21900,27000
202324,2021/2022,1 YAG,First-degree,Female,CAH02-04-05,Children's nursing,1805,1800,0.5,0.4,1790,1.2,3.3,82,94.8,95.5,13.5,1465,30000,33700,37700
202223,2020/2021,1 YAG,First-degree,Female,CAH04-01-04,Psychology and health,155,155,0.6,0.2,155,2.6,6,52.2,84.2,91.4,39.3,80,18200,23400,28100
202324,2021/2022,1 YAG,First-degree,Female,CAH02-04-07,Mental health nursing,1935,1930,0.6,0.2,1920,1.1,3.4,88.3,94.8,95.4,7.2,1685,31100,35900,42500
202122,2019/2020,1 YAG,First-degree,Female,CAH17-01-04,Management studies,2375,2355,1,0.9,2330,3.2,6.1,70.2,86.7,90.7,20.5,1615,19700,25600,33200
202324,2019/2020,3 YAG,First-degree,Female,CAH17-01-08,Accounting,1830,1800,0.9,1.6,1780,3.4,7.5,73.9,87.4,89.1,15.2,1295,24900,31100,39900
202324,2021/2022,1 YAG,First-degree,Male,CAH04-01-01,Psychology (non-specific),2240,2210,0.5,1.3,2200,4.2,9,53.3,77.3,86.8,33.6,1140,18300,23800,28200
202324,2019/2020,3 YAG,First-degree,Male,CAH25-02-03,Drama,1425,1405,1.1,1.4,1390,4.1,9.4,80,85.3,86.5,6.6,1015,15000,22000,27800
202122,2019/2020,1 YAG,First-degree,Male,CAH15-04-01,Social work,390,390,1.2,0,385,2,3.6,77.5,92.5,94.4,16.8,290,24500,29200,32100
202324,2019/2020,3 YAG,First-degree,Male,CAH01-01-02,Medicine (non-specific),2610,2425,0.4,7.1,2415,3.3,4.8,74.5,90.5,91.9,17.4,1785,43900,53100,64400
202122,2019/2020,1 YAG,First-degree,Female,CAH17-01-08,Accounting,1830,1820,0.8,0.5,1805,1.7,5.3,64,88.9,93,29,1135,18200,22300,27700
202324,2019/2020,3 YAG,First-degree,Male,CAH20-01-02,"History of art, architecture and design",85,85,0,0,85,2.4,15.6,64.5,73.5,82,17.6,50,17200,27400,33300
202324,2021/2022,1 YAG,First-degree,Female,CAH25-02-03,Drama,2895,2855,0.6,1.3,2840,3.1,8.6,73.9,86,88.3,14.4,1930,12400,18400,23800
202324,2019/2020,3 YAG,First-degree,Male,CAH10-01-04,Aeronautical and aerospace engineering,1310,1275,0.9,2.7,1260,5,5.1,79.8,87.8,89.9,10.2,995,30000,35900,43200
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-08,Electrical and electronic engineering,2000,1975,1.1,1.2,1955,3.7,6.2,74,85.6,90,16.1,1425,26300,31000,39400
202324,2021/2022,1 YAG,First-degree,Female,CAH17-01-06,"Tourism, transport and travel",1980,1925,0.5,2.9,1915,3.4,10.3,70.6,83,86.2,15.6,1325,19000,23800,27800
202324,2021/2022,1 YAG,First-degree,Male,CAH01-01-02,Medicine (non-specific),2480,2460,0.6,0.8,2445,0.8,1.9,79.9,90.7,97.2,17.4,1945,40300,44700,55300
202122,2019/2020,1 YAG,First-degree,Female,CAH17-01-02,Business studies,4520,4470,0.7,1.1,4440,3.3,6.8,65.5,84,89.9,24.5,2830,16800,22300,27400
202122,2019/2020,1 YAG,First-degree,Female,CAH17-01-05,Human resource management,520,515,0.6,0.9,510,2.4,6.5,69.1,87.7,91.1,22,350,18200,21500,26600
202324,2021/2022,1 YAG,First-degree,Male,CAH13-01-02,Building,2650,2620,0.6,1,2605,3,5.5,80.4,89.9,91.5,11.1,2060,28200,35100,46500
202324,2021/2022,1 YAG,First-degree,Female,CAH20-01-01,History,3815,3710,0.4,2.7,3695,2.1,6.6,50.1,80.1,91.3,41.1,1815,18700,23800,28200
202324,2021/2022,1 YAG,First-degree,Female,CAH19-01-01,English studies (non-specific),2485,2430,0.2,2.1,2425,2.7,7.5,52,78.6,89.7,37.7,1235,18700,23400,27800
202122,2019/2020,1 YAG,First-degree,Male,CAH17-01-02,Business studies,5215,5170,0.9,0.9,5120,4.3,8.9,65,81.6,86.7,21.8,3195,17200,22600,28300
202223,2020/2021,1 YAG,First-degree,Female,CAH06-01-02,Agricultural sciences,15,15,0,4.6,15,4.2,6.7,75.8,89.1,89.1,13.3,10,c,c,c
202324,2021/2022,1 YAG,First-degree,Female,CAH03-01-02,Biology (non-specific),1380,1355,0.8,1.9,1340,2.5,6.6,51.7,78,90.9,39.2,680,19000,23800,27800
202324,2019/2020,3 YAG,First-degree,Female,CAH05-01-02,Others in veterinary sciences,240,235,0.4,1.3,235,1.8,2.6,81.4,93.9,95.6,14.2,185,22700,28200,31100
202324,2021/2022,1 YAG,First-degree,Female,CAH15-01-02,Sociology,7795,7680,0.2,1.5,7665,2,8.1,62.3,84.4,89.9,27.6,4710,18300,23100,26700
202324,2021/2022,1 YAG,First-degree,Male,CAH10-01-07,Civil engineering,1935,1905,0.6,1.4,1895,3.7,5.5,73.3,87.9,90.9,17.5,1365,27100,30700,36200
202122,2019/2020,1 YAG,First-degree,Female,CAH04-01-02,Applied psychology,730,725,0.4,0.8,720,1.6,4.2,46.2,84.8,94.2,48,325,13500,19000,23400
202122,2019/2020,1 YAG,First-degree,Male,CAH05-01-01,Veterinary medicine and dentistry,200,200,0,1,200,0.5,1.5,79.4,87.9,98,18.6,160,30300,33200,35400
202324,2021/2022,1 YAG,First-degree,Male,CAH17-01-05,Human resource management,195,190,0.5,1.3,190,5,8.9,72.8,83.3,86.1,13.3,135,22000,25400,31500
202122,2019/2020,1 YAG,First-degree,Male,CAH04-01-01,Psychology (non-specific),1800,1790,0.3,0.6,1785,2.4,6.6,49,78.6,91,42,850,13900,19300,23700
202122,2019/2020,1 YAG,First-degree,Male,CAH10-01-01,Engineering (non-specific),1255,1230,1,1.9,1220,4.2,5.3,75.4,86.5,90.5,15.1,900,25200,32500,43400
202223,2020/2021,1 YAG,First-degree,Female,CAH06-01-04,Rural estate management,35,35,0,0,35,2.8,9.1,74.5,82.4,88.1,13.6,25,15000,19300,23400
202324,2019/2020,3 YAG,First-degree,Female,CAH02-04-08,Learning disabilities nursing,360,360,0.8,0.4,360,2.2,4.6,79.9,91.8,93.2,13.3,285,28900,35900,43600
202122,2019/2020,1 YAG,First-degree,Female,CAH02-04-01,Nursing (non-specific),980,975,1.8,0.4,955,2,2.1,74.2,94.4,95.9,21.6,700,26300,31800,40200
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-02,Mechanical engineering,3880,3825,0.7,1.4,3795,2.9,5.9,73.2,86.2,91.3,18.1,2735,24800,29600,35000
202324,2021/2022,1 YAG,First-degree,Male,CAH17-01-04,Management studies,2710,2660,1.2,1.9,2630,5.9,8.2,69.5,82.6,85.9,16.4,1785,24900,34300,48700
202324,2021/2022,1 YAG,First-degree,Male,CAH16-01-01,Law,4675,4620,0.6,1.2,4590,3.6,7.3,46.9,75.6,89.1,42.1,2110,20100,24500,30400
202324,2021/2022,1 YAG,First-degree,Female,CAH24-01-05,Media studies,2025,1980,0.7,2.2,1970,3.5,10.3,70.8,82.1,86.3,15.5,1365,16500,22000,25600
202324,2021/2022,1 YAG,First-degree,Female,CAH25-01-03,Design studies,7395,7215,0.8,2.5,7160,3.7,12.2,74.9,81.2,84.1,9.2,5175,15700,22000,25300
202324,2019/2020,3 YAG,First-degree,Female,CAH13-01-01,Architecture,1040,1020,0.9,2,1010,3.6,6.4,44.6,73.6,90.1,45.5,445,23100,27100,32200
202324,2021/2022,1 YAG,First-degree,Male,CAH10-03-06,Others in technology,390,385,1.7,1,380,5.8,9.1,73.8,81.7,85.1,11.3,260,16100,24500,30700
202223,2020/2021,1 YAG,First-degree,Male,CAH17-01-04,Management studies,3230,3180,1.1,1.5,3145,4.6,6.5,71.4,85.4,88.9,17.5,2175,24500,32500,44900
202122,2019/2020,1 YAG,First-degree,Male,CAH02-04-08,Learning disabilities nursing,60,60,1.7,1.7,55,0,1.8,87.7,98.2,98.2,10.5,50,28800,34900,43100
202324,2019/2020,3 YAG,First-degree,Female,CAH15-01-02,Sociology,7050,6910,0.3,2,6890,2.6,7.5,74.3,87.9,89.9,15.6,5030,22300,26700,31500
202324,2019/2020,3 YAG,First-degree,Female,CAH13-01-02,Building,495,480,0.8,2.7,475,5.4,5.3,83.6,88.9,89.3,5.7,385,31500,39900,50500
202223,2020/2021,1 YAG,First-degree,Female,CAH02-06-01,Health sciences (non-specific),2100,2085,0.7,0.7,2070,2,3.9,78,91.6,94.1,16.1,1595,24500,29200,35400
202122,2019/2020,1 YAG,First-degree,Female,CAH22-01-01,Education,6180,6150,0.6,0.5,6115,1.5,5.6,54.6,85.7,92.8,38.2,3290,12800,17500,21900
202324,2019/2020,3 YAG,First-degree,Female,CAH16-01-01,Law,8610,8460,0.8,1.7,8395,3.3,7.3,70.9,86.2,89.4,18.4,5845,22700,27400,34000
202223,2020/2021,1 YAG,First-degree,Female,CAH11-01-02,Information technology,195,190,1.3,1.4,190,6.7,8.9,67.7,81.1,84.4,16.7,125,19700,26600,39000
202223,2020/2021,1 YAG,First-degree,Female,CAH10-01-01,Engineering (non-specific),365,355,1.4,2.2,350,5.3,4.2,72.3,87.2,90.5,18.2,250,24100,31400,38300
202223,2020/2021,1 YAG,First-degree,Female,CAH07-04-03,Sciences (non-specific),40,40,0,1.6,40,4.1,3.2,71.6,87.8,92.7,21.1,30,17200,23400,31400
202324,2021/2022,1 YAG,First-degree,Male,CAH25-01-04,Cinematics and photography,3120,3075,0.7,1.3,3055,5.6,14.8,70,76.1,79.5,9.5,2020,13200,19800,24500
