time_period,academic_year,YAG,qualification_level,sex,CAH3_code,CAH3_subject,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
202223,2020/2021,1 YAG,First-degree,Male,CAH11-01-08,Others in computing,335,330,0.5,1.5,325,3.3,9.6,75.8,84.3,87.1,11.2,240,21200,26300,32500
202223,2020/2021,1 YAG,First-degree,Female,CAH02-02-01,Pharmacology,355,355,1.4,0.8,350,2,7.9,48.9,77.9,90.1,41.2,165,18600,25200,29600
202223,2020/2021,1 YAG,First-degree,Male,CAH06-01-01,Animal science,110,110,0.9,0,110,5.5,2.1,67.9,85,92.4,24.6,75,17200,21200,24100
202324,2021/2022,1 YAG,First-degree,Male,CAH19-04-04,Iberian studies,170,150,1.9,11.3,150,8.8,12.3,50.7,71.2,78.9,28.2,70,22700,26700,32200
202122,2019/2020,1 YAG,First-degree,Female,CAH13-01-04,"Planning (urban, rural and regional)",185,185,0.5,1,180,0.8,5.4,55.2,86.4,93.8,38.6,100,20100,23400,27400
202122,2019/2020,1 YAG,First-degree,Female,CAH03-01-07,Genetics,135,135,0.8,2.7,130,5.6,5,40.8,73.6,89.5,48.6,55,20100,24500,28100
202122,2019/2020,1 YAG,First-degree,Female,CAH06-01-03,Agriculture,330,320,0,1.9,320,3,6.5,71.1,87.3,90.5,19.4,225,17900,23000,26300
202223,2020/2021,1 YAG,First-degree,Female,CAH02-05-02,Healthcare science (non-specific),270,270,1.3,0.6,265,1.5,2.7,60.8,85.3,95.8,35,160,25200,28500,34700
202223,2020/2021,1 YAG,First-degree,Female,CAH06-01-03,Agriculture,330,320,0.6,2.6,320,3.9,3.9,75.8,88.5,92.1,16.3,235,17500,22600,27000
202122,2019/2020,1 YAG,First-degree,Male,CAH19-01-02,English language,165,165,0.6,0.6,165,2.2,8.7,49.1,75.1,89,40,80,13100,18600,22300
202122,2019/2020,1 YAG,First-degree,Male,CAH20-01-02,"History of art, architecture and design",85,85,0,0,85,6.1,11.3,42.1,67.5,82.7,40.6,30,13500,20100,23800
202122,2019/2020,1 YAG,First-degree,Female,CAH10-01-02,Mechanical engineering,445,440,0.7,1.5,435,2.3,3.6,66.2,89,94.1,27.8,285,24800,28800,33600
202122,2019/2020,1 YAG,First-degree,Female,CAH02-02-02,Toxicology,10,10,c,c,10,c,c,c,c,c,c,5,c,c,c
202324,2021/2022,1 YAG,First-degree,Female,CAH19-04-06,Asian studies,255,225,0.9,10.4,225,10.8,10.4,49.7,69.8,78.8,29.2,105,15700,23800,27400
202324,2021/2022,1 YAG,First-degree,Male,CAH15-01-05,Development studies,70,65,0,3.1,65,4.5,7.3,57.9,75.7,88.2,30.3,40,22000,26400,30400
202324,2021/2022,1 YAG,First-degree,Male,CAH19-04-06,Asian studies,115,95,0.5,15.4,95,15.7,14.8,48,60.5,69.5,21.5,40,19000,24500,31800
202324,2021/2022,1 YAG,First-degree,Female,CAH20-01-02,"History of art, architecture and design",410,395,0.7,3.5,395,3.1,10.1,54,75.2,86.8,32.8,205,15400,22700,27100
202324,2021/2022,1 YAG,First-degree,Female,CAH11-01-03,Information systems,90,90,0,1.6,90,1.6,7.5,78.8,88.8,91,12.2,70,23400,30400,42800
202324,2019/2020,3 YAG,First-degree,Female,CAH10-01-06,"Bioengineering, medical and biomedical engineering",200,195,1.1,3.6,195,3.2,7.4,61,82.1,89.5,28.5,115,26400,32900,41400
202324,2019/2020,3 YAG,First-degree,Male,CAH02-06-03,Ophthalmics,250,245,0,1.2,245,3.2,13,62.8,81.4,83.8,21.1,140,20600,31800,46800
202122,2019/2020,1 YAG,First-degree,Male,CAH19-04-04,Iberian studies,255,240,0.8,5.7,240,7.8,7.7,54.6,75.7,84.5,29.9,130,18200,24100,29600
202324,2019/2020,3 YAG,First-degree,Female,CAH24-01-02,Publicity studies,175,165,1.8,4.8,160,5.3,12.2,78.2,82,82.5,4.3,125,26400,30700,34000
202223,2020/2021,1 YAG,First-degree,Male,CAH19-01-01,English studies (non-specific),715,705,0.4,1.7,700,3.6,7,47.8,76.1,89.4,41.6,315,14200,21500,26600
202122,2019/2020,1 YAG,First-degree,Male,CAH07-01-02,Astronomy,190,185,0,0.6,185,4.5,7,46.5,74.3,88.5,41.9,85,16100,22300,28500
202324,2019/2020,3 YAG,First-degree,Male,CAH15-01-03,Social policy,240,235,0,1.9,235,3.3,8.5,69.7,86.1,88.2,18.5,160,24900,29600,34800
202122,2019/2020,1 YAG,First-degree,Female,CAH04-01-03,Developmental psychology,160,160,0.9,0,160,0.8,7.7,47.2,82.4,91.5,44.3,75,13100,17500,21200
202122,2019/2020,1 YAG,First-degree,Female,CAH15-01-06,Cultural studies,50,50,0.5,1,50,3.8,11.4,67.9,79.7,84.8,16.9,30,14200,18600,23000
202324,2021/2022,1 YAG,First-degree,Female,CAH10-01-09,"Chemical, process and energy engineering",370,365,0.5,1.1,365,5.2,6.7,67.9,81.7,88.1,20.2,245,28200,32200,39200
202324,2021/2022,1 YAG,First-degree,Male,CAH07-01-02,Astronomy,215,215,0.6,1.8,210,6.8,5.7,56.1,74.9,87.4,31.3,115,20100,26400,33700
202122,2019/2020,1 YAG,First-degree,Male,CAH06-01-03,Agriculture,300,295,0.7,2,295,7.3,7.9,70.4,83.5,84.8,14.4,200,19000,24800,29200
202324,2019/2020,3 YAG,First-degree,Female,CAH04-01-03,Developmental psychology,160,160,0.9,0.6,160,2.7,10.2,67.1,85.2,87.1,20,105,20900,25300,29300
202223,2020/2021,1 YAG,First-degree,Male,CAH15-01-01,Social sciences (non-specific),180,180,0.1,1.8,180,8.7,11.3,58.3,75,79.9,21.6,100,19000,24500,31800
202223,2020/2021,1 YAG,First-degree,Female,CAH10-03-07,Materials science,65,65,1.2,1.5,65,7.6,2.7,40.4,79.3,89.6,49.2,25,26600,29600,31400
202122,2019/2020,1 YAG,First-degree,Female,CAH11-01-07,Business computing,115,115,0,0.1,115,0.4,5.8,76.8,87.9,93.8,16.9,85,18200,25200,29900
202122,2019/2020,1 YAG,First-degree,Female,CAH10-03-05,Biotechnology,25,25,1.4,4,25,2.8,6.4,64.4,80.1,90.8,26.4,15,20800,27400,31800
202324,2021/2022,1 YAG,First-degree,Male,CAH23-01-04,Liberal arts (non-specific),75,70,4.2,2.7,70,7.3,8.7,54.1,72.5,84,29.9,35,22300,27100,34000
202324,2019/2020,3 YAG,First-degree,Male,CAH06-01-07,Food sciences,40,40,0,0,40,1,2.4,87.1,94.4,96.6,9.5,35,25300,32900,37300
202122,2019/2020,1 YAG,First-degree,Male,CAH10-01-06,"Bioengineering, medical and biomedical engineering",230,230,0.1,1.6,230,3.5,7.1,46.9,72.2,89.4,42.5,105,20400,25900,29900
202324,2019/2020,3 YAG,First-degree,Female,CAH19-04-05,Slavic studies,60,55,0,9.3,55,4.1,7.3,68.9,85,88.6,19.7,35,27800,34400,45000
202122,2019/2020,1 YAG,First-degree,Male,CAH02-06-03,Ophthalmics,250,250,0,0.4,250,1.2,5.2,87.6,92.8,93.6,6,215,17500,19300,23400
202324,2019/2020,3 YAG,First-degree,Male,CAH15-01-01,Social sciences (non-specific),105,105,0,0.4,105,6,7.6,74.4,83,86.4,12,75,23400,32900,43600
202223,2020/2021,1 YAG,First-degree,Female,CAH19-04-07,African and modern middle eastern studies,80,75,0.1,3.1,75,9.7,11.8,49.1,73.2,78.5,29.3,35,18600,23700,29600
202122,2019/2020,1 YAG,First-degree,Male,CAH06-01-02,Agricultural sciences,15,15,0,2.9,15,0,11.2,60.4,74,88.8,28.4,10,c,c,c
202223,2020/2021,1 YAG,First-degree,Male,CAH02-02-01,Pharmacology,235,230,0,3.6,230,3.9,7.6,47.7,71.5,88.5,40.8,105,20100,24800,29600
202223,2020/2021,1 YAG,First-degree,Female,CAH10-03-06,Others in technology,95,85,0.4,6.3,85,2,10.9,68.3,83.8,87.1,18.9,55,19000,23700,27400
202122,2019/2020,1 YAG,First-degree,Male,CAH15-01-03,Social policy,240,240,0.1,0.5,240,2.7,6.5,59.3,85,90.9,31.6,140,17200,22300,25600
202324,2019/2020,3 YAG,First-degree,Male,CAH03-01-07,Genetics,100,95,2.1,3,95,4.5,8.6,53.3,75.5,87,33.6,50,23100,30400,38800
202324,2021/2022,1 YAG,First-degree,Male,CAH25-01-01,Creative arts and design (non-specific),90,85,2.3,1.1,85,5.3,8.3,78.1,85.2,86.4,8.3,65,12400,20900,24600
202223,2020/2021,1 YAG,First-degree,Male,CAH07-04-04,Natural sciences (non-specific),330,325,1,1.6,320,6.9,4.6,50.7,77.9,88.5,37.9,155,20400,28500,35000
202122,2019/2020,1 YAG,First-degree,Male,CAH11-01-05,Artificial intelligence,45,45,0,1.8,45,1.3,6,75.7,87.5,92.7,17,35,24500,29900,36500
202324,2019/2020,3 YAG,First-degree,Female,CAH10-03-07,Materials science,65,65,0,2.7,65,6,1.9,59.9,79.6,92.2,32.3,35,31500,40300,48700
202324,2021/2022,1 YAG,First-degree,Female,CAH05-01-02,Others in veterinary sciences,250,245,0.4,2.6,245,0.8,5,76.6,90.5,94.2,17.5,180,23100,26000,28200
202122,2019/2020,1 YAG,First-degree,Male,CAH15-04-03,Health studies,210,210,1,0.7,210,1.3,5.2,46.6,84.9,93.5,47,90,17900,21900,29100
202122,2019/2020,1 YAG,First-degree,Female,CAH19-04-05,Slavic studies,60,55,0,6.4,55,8.3,1.8,52.6,81.2,89.9,37.3,30,19700,24100,30700
202122,2019/2020,1 YAG,First-degree,Female,CAH02-05-02,Healthcare science (non-specific),155,150,0,1,150,4,3.3,75.6,89.5,92.8,17.1,115,23700,26600,34700
202223,2020/2021,1 YAG,First-degree,Male,CAH19-01-02,English language,220,215,2,2.6,210,5,8.9,54.7,77.4,86.1,31.4,110,17900,22600,28500
202223,2020/2021,1 YAG,First-degree,Male,CAH15-01-03,Social policy,250,245,0.9,2.4,240,3.2,8.7,55.4,81.6,88.1,32.7,130,18600,24800,30700
202223,2020/2021,1 YAG,First-degree,Male,CAH10-03-05,Biotechnology,35,35,0,0,35,3,6.1,49.2,66.4,90.9,41.7,15,20400,22300,28500
202223,2020/2021,1 YAG,First-degree,Male,CAH24-01-02,Publicity studies,50,50,0,1,50,6.2,10.7,65.7,79.8,83.1,17.4,30,20800,23700,27400
202122,2019/2020,1 YAG,First-degree,Female,CAH10-01-04,Aeronautical and aerospace engineering,195,190,0,3.1,190,4.6,4.8,66.1,84.2,90.6,24.4,125,19000,27000,30300
202122,2019/2020,1 YAG,First-degree,Male,CAH17-01-05,Human resource management,185,180,1.9,1.4,180,2.5,10.5,64.7,81.4,87,22.3,110,16400,21500,27400
202122,2019/2020,1 YAG,First-degree,Male,CAH01-01-01,Medical sciences (non-specific),90,85,0,2.6,85,1.2,4.6,16.2,61.4,94.2,78,15,11300,20100,28100
202122,2019/2020,1 YAG,First-degree,Male,CAH25-02-01,Performing arts (non-specific),150,150,0,0,150,2.3,16.1,63.4,76.5,81.6,18.2,85,9900,15300,19000
202324,2019/2020,3 YAG,First-degree,Male,CAH02-04-01,Nursing (non-specific),115,115,3.6,2.6,110,7.7,4.4,62.6,86.7,87.9,25.3,65,35100,45800,55300
202324,2021/2022,1 YAG,First-degree,Female,CAH26-01-06,Earth sciences,335,320,1,3.6,320,3.3,5.2,51.3,81.8,91.5,40.3,160,21600,26400,30700
202223,2020/2021,1 YAG,First-degree,Male,CAH06-01-07,Food sciences,50,50,1.9,0,50,3.9,3.4,84.8,87.8,92.7,7.9,45,23400,27700,39400
202324,2019/2020,3 YAG,First-degree,Female,CAH02-06-04,Environmental and public health,270,265,0.7,0.7,265,3.2,9.4,63.5,82.4,87.4,23.9,165,18300,26700,37700
202122,2019/2020,1 YAG,First-degree,Male,CAH19-04-06,Asian studies,155,145,0.4,7.3,140,10.6,18.8,44.3,58.9,70.6,26.3,60,14200,21900,27000
202324,2019/2020,3 YAG,First-degree,Female,CAH11-01-08,Others in computing,75,70,1.4,4.6,70,2.8,9.6,80.6,86.2,87.6,7,55,25600,33300,41400
202324,2019/2020,3 YAG,First-degree,Female,CAH04-01-04,Psychology and health,110,110,0,0.2,110,2,5.6,63,87.8,92.3,29.3,70,20100,24900,30700
202223,2020/2021,1 YAG,First-degree,Female,CAH03-01-10,Others in biosciences,195,190,0.8,2.8,190,3.7,9.1,49.5,73.6,87.3,37.8,90,19300,23400,27700
202223,2020/2021,1 YAG,First-degree,Female,CAH25-01-05,Others in creative arts and design,375,370,1.2,1.1,365,2.5,11.8,64.9,79.7,85.7,20.9,230,13100,18600,22600
202324,2019/2020,3 YAG,First-degree,Female,CAH10-03-01,Minerals technology,10,10,c,c,10,c,c,c,c,c,c,5,c,c,c
202324,2021/2022,1 YAG,First-degree,Male,CAH06-01-01,Animal science,130,130,1.4,1.5,125,4.7,10.6,61.9,78.7,84.7,22.7,75,18300,22700,25300
202223,2020/2021,1 YAG,First-degree,Male,CAH10-03-02,Materials technology,110,110,1.8,1.8,110,0.9,3.7,69.2,84.2,95.4,26.2,75,25900,30300,34700
202324,2021/2022,1 YAG,First-degree,Male,CAH10-03-02,Materials technology,115,115,0,0.9,115,6.6,3.1,63,80,90.4,27.3,70,27800,31800,39500
202324,2021/2022,1 YAG,First-degree,Female,CAH03-01-04,Microbiology and cell science,155,155,0.6,1.3,155,2.7,7.5,39.4,66.9,89.8,50.3,60,22000,26000,29300
202324,2021/2022,1 YAG,First-degree,Female,CAH07-01-02,Astronomy,90,90,1.1,0.6,90,5.2,4.3,45.5,77.6,90.5,45,40,20100,27100,33300
202324,2021/2022,1 YAG,First-degree,Male,CAH25-02-01,Performing arts (non-specific),125,125,0.3,1.2,125,8,14,66.3,77.5,77.9,11.6,75,10300,18200,23400
202324,2019/2020,3 YAG,First-degree,Male,CAH19-04-06,Asian studies,155,140,0.4,8.6,140,19,8.5,55.9,66.8,72.5,16.6,70,22700,29300,39900
202324,2019/2020,3 YAG,First-degree,Male,CAH02-05-01,Medical technology,285,285,2.1,0,280,1.6,5.5,72.4,92.5,92.9,20.5,205,36200,41000,47600
202324,2019/2020,3 YAG,First-degree,Female,CAH10-03-05,Biotechnology,25,25,1.4,4.2,25,4.3,19.2,48.8,72.3,76.5,27.7,10,c,c,c
202324,2019/2020,3 YAG,First-degree,Female,CAH11-01-03,Information systems,70,70,0,1.4,70,8.4,5.6,81.8,84.6,86,4.2,55,23800,32600,47200
202122,2019/2020,1 YAG,First-degree,Female,CAH04-01-04,Psychology and health,110,110,0,0,110,1.4,2.9,44.1,87.2,95.7,51.6,50,12400,17200,20400
202122,2019/2020,1 YAG,First-degree,Female,CAH10-01-06,"Bioengineering, medical and biomedical engineering",200,200,1.5,1.7,195,1.9,6.5,49.1,83.3,91.7,42.6,95,19300,26300,33200
202324,2021/2022,1 YAG,First-degree,Female,CAH03-01-07,Genetics,110,105,1.9,2.8,105,3.8,10.5,46.8,75.2,85.7,38.9,50,20100,25300,28900
202223,2020/2021,1 YAG,First-degree,Male,CAH23-01-04,Liberal arts (non-specific),90,85,0,5,85,8.4,10.7,46.7,73.1,80.9,34.2,35,16400,23700,32800
202324,2019/2020,3 YAG,First-degree,Male,CAH02-06-04,Environmental and public health,85,85,2.4,2.6,80,9.9,2.5,75.4,87.7,87.7,12.3,60,30000,42800,54500
202324,2019/2020,3 YAG,First-degree,Male,CAH24-01-02,Publicity studies,50,50,0,4.6,50,5.2,17.7,69.8,73.9,77.1,7.3,30,24500,27800,33300
202223,2020/2021,1 YAG,First-degree,Male,CAH05-01-02,Others in veterinary sciences,15,15,0,0,15,20.2,0,59.6,79.8,79.8,20.2,10,c,c,c
202324,2019/2020,3 YAG,First-degree,Male,CAH23-01-04,Liberal arts (non-specific),75,75,3.4,2.7,70,3.6,8.5,73.7,82.2,87.9,14.2,50,22700,30700,45400
202223,2020/2021,1 YAG,First-degree,Male,CAH07-04-03,Sciences (non-specific),40,35,1.8,3.5,35,6.4,4.6,55.1,80.7,89,33.9,20,25900,32800,46000
202223,2020/2021,1 YAG,First-degree,Male,CAH15-01-05,Development studies,90,90,1.1,3.5,85,4.6,6.7,51.5,79.4,88.7,37.2,40,18600,25600,32800
202324,2019/2020,3 YAG,First-degree,Female,CAH17-01-09,Others in business and management,45,45,0,0,45,2.2,6.6,82.1,89,91.2,9,35,19000,24500,32200
202122,2019/2020,1 YAG,First-degree,Female,CAH01-01-03,Medicine by specialism,45,45,0,0,45,1.1,2.2,52.2,80,96.7,44.4,25,27000,31000,36500
202122,2019/2020,1 YAG,First-degree,Male,CAH06-01-04,Rural estate management,20,20,0,3.1,20,0,4.8,72.8,83.2,95.2,22.4,15,17900,21900,26300
202324,2021/2022,1 YAG,First-degree,Male,CAH05-01-02,Others in veterinary sciences,30,25,0,3.6,25,7.4,6.1,69.8,80.9,86.4,16.7,20,25600,28500,35500
202122,2019/2020,1 YAG,First-degree,Male,CAH24-01-03,Publishing,25,25,2.1,0,25,16.6,3.6,61.2,76.1,79.8,18.6,15,12800,20400,28100
202324,2019/2020,3 YAG,First-degree,Female,CAH06-01-04,Rural estate management,20,20,0,0,20,5.2,3.5,79,91.3,91.3,12.3,15,16500,22000,30000
202324,2021/2022,1 YAG,First-degree,Male,CAH01-01-03,Medicine by specialism,20,20,0,0,20,0,4.4,44.4,68.9,95.6,51.1,10,c,c,c
202324,2021/2022,1 YAG,First-degree,Male,CAH07-04-01,Physical sciences (non-specific),45,45,1.5,0,45,6.1,4.6,54.1,80.1,89.3,35.1,25,22700,28500,34800
202223,2020/2021,1 YAG,First-degree,Male,CAH07-04-01,Physical sciences (non-specific),45,45,0.8,0.8,40,4.8,4,57.6,79.3,91.2,33.6,25,20400,26600,38000
202122,2019/2020,1 YAG,First-degree,Male,CAH06-01-05,Forestry and arboriculture,15,15,6.1,0,15,0,7.8,85.7,92.2,92.2,6.5,10,c,c,c
202122,2019/2020,1 YAG,First-degree,Male,CAH03-01-04,Microbiology and cell science,130,130,1.6,0,125,2.9,4.1,46.5,75.4,93,46.5,60,19000,22300,28100
202223,2020/2021,1 YAG,First-degree,Male,CAH15-04-02,Childhood and youth studies,125,120,0,0.8,120,3.3,5.5,61.4,84.7,91.2,29.8,70,17200,21900,27000
202324,2019/2020,3 YAG,First-degree,Male,CAH05-01-02,Others in veterinary sciences,25,20,0,8.7,20,0,0,78.6,97.6,100,21.4,15,24200,27400,37000
202223,2020/2021,1 YAG,First-degree,Male,CAH02-06-02,Nutrition and dietetics,170,170,1.8,0.6,170,1.8,7.8,64.8,84,90.4,25.7,105,18600,23000,27400
202324,2019/2020,3 YAG,First-degree,Male,CAH10-03-05,Biotechnology,40,40,0,4.7,40,2.5,10,73.4,83.3,87.6,14.2,30,26700,30400,42800
202324,2019/2020,3 YAG,First-degree,Male,CAH19-04-03,Italian studies,35,30,3.9,8.6,30,12.7,3.3,72.8,81.5,84,11.2,20,28500,34400,47200
202223,2020/2021,1 YAG,First-degree,Female,CAH10-03-05,Biotechnology,30,30,3.6,1.2,25,1.9,2.6,55.2,88.1,95.5,40.4,15,22100,23700,28100
202324,2019/2020,3 YAG,First-degree,Female,CAH10-03-03,Polymers and textiles,50,50,0,5.6,50,2.6,9.5,82.7,87.9,87.9,5.3,40,17900,22700,26400
202324,2019/2020,3 YAG,First-degree,Male,CAH10-03-04,Maritime technology,55,55,0,0.6,55,5.3,8.3,68.1,81.1,86.4,18.3,40,37700,42100,46500
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-05,Naval architecture,20,20,0,0,20,5,0,75.2,90.1,95,19.8,15,24500,27400,32500
202324,2021/2022,1 YAG,First-degree,Female,CAH10-03-03,Polymers and textiles,50,45,0,1.4,45,2.1,7.7,80.7,88.8,90.2,9.5,35,14600,23100,30000
202324,2021/2022,1 YAG,First-degree,Female,CAH02-04-09,Others in nursing,280,275,2.2,0.7,270,1.7,2.4,71.2,94.7,95.9,24.7,190,31500,39200,48300
202324,2019/2020,3 YAG,First-degree,Male,CAH25-01-05,Others in creative arts and design,65,65,0,0,65,6.3,18.9,68.5,71.7,74.8,6.3,45,15900,23100,28200
202223,2020/2021,1 YAG,First-degree,Male,CAH02-04-08,Learning disabilities nursing,45,45,0,0,45,2.2,4.4,79.1,93.4,93.4,14.3,35,25200,31000,39900
202122,2019/2020,1 YAG,First-degree,Male,CAH19-04-03,Italian studies,35,35,3,4.3,30,12.4,6.2,51.1,68.2,81.4,30.3,15,18200,23400,33200
202324,2019/2020,3 YAG,First-degree,Female,CAH09-01-03,Statistics,60,60,0.5,3.7,60,3.5,2.2,77.1,91.3,94.2,17.1,45,33700,43200,56000
202223,2020/2021,1 YAG,First-degree,Female,CAH24-01-03,Publishing,120,120,0.4,0.8,120,1.4,11.8,69.7,82,86.8,17.1,80,16800,22300,25200
202324,2019/2020,3 YAG,First-degree,Male,CAH06-01-08,Food and beverage production,10,10,c,c,10,c,c,c,c,c,c,10,c,c,c
202122,2019/2020,1 YAG,First-degree,Female,CAH25-01-01,Creative arts and design (non-specific),305,305,1.8,0.3,300,5.2,10.5,66.9,78,84.3,17.4,190,11300,15700,20200
202324,2021/2022,1 YAG,First-degree,Female,CAH06-01-06,Food and beverage studies (non-specific),15,15,0,3.6,15,3.7,3.7,74.1,88.9,92.6,18.5,10,c,c,c
202324,2021/2022,1 YAG,First-degree,Male,CAH11-01-07,Business computing,305,305,0.6,1,300,6,14.2,67.9,75.6,79.8,11.9,195,22000,27100,33300
202324,2019/2020,3 YAG,First-degree,Female,CAH02-05-02,Healthcare science (non-specific),155,150,0,0.7,150,3.9,3.3,76.7,90.2,92.8,16.1,115,27800,34000,42100
202122,2019/2020,1 YAG,First-degree,Male,CAH02-05-01,Medical technology,285,285,1.7,0,280,1.6,3.9,89.2,93.8,94.5,5.3,250,27700,31400,37600
202324,2019/2020,3 YAG,First-degree,Female,CAH19-01-06,Others in English studies,40,40,0,1.2,40,3.8,12.7,62,83.5,83.5,21.5,20,17900,23400,28700
202324,2019/2020,3 YAG,First-degree,Male,CAH03-01-04,Microbiology and cell science,130,125,1.6,1.6,125,2,4,62.6,85.7,94,31.4,75,24900,28500,37300
202122,2019/2020,1 YAG,First-degree,Female,CAH03-01-09,Hair and beauty sciences,15,15,0,0,15,7.7,0,15.4,61.5,92.3,76.9,0,c,c,c
202122,2019/2020,1 YAG,First-degree,Male,CAH10-03-05,Biotechnology,40,40,0,0.8,40,0,11.2,39.2,71.2,88.8,49.6,15,19000,23700,26600
202223,2020/2021,1 YAG,First-degree,Female,CAH01-01-03,Medicine by specialism,75,75,0,0,75,0,4,36.4,66.2,96,59.6,30,27000,29900,31400
202324,2019/2020,3 YAG,First-degree,Male,CAH13-01-03,Landscape design,50,50,0,5.9,50,3.1,10.4,62.5,81.2,86.5,24,30,24200,26500,31700
202324,2021/2022,1 YAG,First-degree,Male,CAH19-04-05,Slavic studies,35,35,3.9,0,35,2.2,9.1,63.8,82.9,88.7,24.9,20,24500,27100,31100
202122,2019/2020,1 YAG,First-degree,Male,CAH23-01-03,Humanities (non-specific),95,95,2.1,1,95,4.3,4.9,46.4,73,90.8,44.4,40,13900,18200,27000
202223,2020/2021,1 YAG,First-degree,Female,CAH04-01-03,Developmental psychology,170,170,1.2,2.2,165,0,5.4,53,87.6,94.6,41.6,85,15000,19700,25600
202324,2019/2020,3 YAG,First-degree,Male,CAH09-01-02,Operational research,30,30,0,0,30,3.9,6.2,82.2,90,90,7.7,25,29600,44700,54500
202324,2019/2020,3 YAG,First-degree,Female,CAH11-01-04,Software engineering,145,140,0.4,2.4,140,4.9,7.4,79.1,87,87.7,8.5,110,27100,36200,44300
202223,2020/2021,1 YAG,First-degree,Female,CAH19-04-02,German and scandinavian studies,200,185,1.1,7.2,185,4.4,6.9,56,80.7,88.7,32.6,100,20800,25200,29200
202324,2021/2022,1 YAG,First-degree,Male,CAH10-01-10,Others in engineering,120,120,0,0.8,120,5,5,76,88.4,90.1,14,90,45300,48700,53300
202324,2021/2022,1 YAG,First-degree,Female,CAH01-01-03,Medicine by specialism,75,75,0,0,75,3.3,4.6,52.9,69.9,92.2,39.2,40,28200,31100,34000
202324,2021/2022,1 YAG,First-degree,Female,CAH11-01-08,Others in computing,95,95,1.6,0,95,1.9,9.5,83.4,86.4,88.5,5.1,75,19400,26700,30700
202324,2021/2022,1 YAG,First-degree,Female,CAH15-01-06,Cultural studies,40,40,0,0,40,2.1,9.3,60.3,85.2,88.5,28.2,20,18700,23400,26400
202223,2020/2021,1 YAG,First-degree,Female,CAH11-01-03,Information systems,90,90,3.9,0.5,85,4,1.1,78.2,92.5,94.8,16.6,70,24100,30700,39400
202324,2019/2020,3 YAG,First-degree,Male,CAH24-01-01,Information services,40,40,1.2,1.2,40,8.5,9.7,77,80.6,81.9,4.8,30,23400,30000,46800
202324,2019/2020,3 YAG,First-degree,Female,CAH01-01-03,Medicine by specialism,45,45,2.2,1.1,45,3.4,0,85.1,95.4,96.6,11.5,35,38100,40800,46800
202122,2019/2020,1 YAG,First-degree,Male,CAH02-06-04,Environmental and public health,85,85,2.4,1.2,80,4,3,54.6,81.7,92.9,38.3,45,19500,34300,44300
202324,2019/2020,3 YAG,First-degree,Female,CAH02-02-02,Toxicology,10,10,c,c,10,c,c,c,c,c,c,5,c,c,c
202223,2020/2021,1 YAG,First-degree,Male,CAH03-01-10,Others in biosciences,100,100,1,2.5,95,2.6,4.1,50.6,77.8,93.3,42.7,50,14600,21500,29900
202223,2020/2021,1 YAG,First-degree,Female,CAH03-01-07,Genetics,140,140,0,1.2,140,1.4,8.2,47,76.6,90.5,43.5,65,18600,24500,28100
202324,2021/2022,1 YAG,First-degree,Male,CAH04-01-04,Psychology and health,45,45,0,0,45,2.1,4.8,38.7,78.2,93.1,54.4,15,22300,24500,26400
202122,2019/2020,1 YAG,First-degree,Female,CAH06-01-04,Rural estate management,20,20,0,0,20,0,13,64.3,81.8,87,22.7,10,c,c,c
202122,2019/2020,1 YAG,First-degree,Female,CAH07-04-03,Sciences (non-specific),10,10,c,c,5,c,c,c,c,c,c,5,c,c,c
202324,2021/2022,1 YAG,First-degree,Male,CAH06-01-07,Food sciences,50,50,2,3,50,2.1,3.1,75.7,86.5,94.8,19.1,35,27400,30400,39500
202324,2019/2020,3 YAG,First-degree,Male,CAH17-01-09,Others in business and management,30,30,0,1.6,30,6.3,6.4,76.2,87.3,87.3,11.1,25,21900,30400,37000
202324,2021/2022,1 YAG,First-degree,Female,CAH10-01-10,Others in engineering,20,20,0,9.5,20,5.3,0,78.9,94.7,94.7,15.8,15,45400,49000,52300
202223,2020/2021,1 YAG,First-degree,Female,CAH10-03-03,Polymers and textiles,35,35,0,2.6,35,5.4,5.2,75.6,88.5,89.4,13.8,25,14200,19300,23400
202324,2019/2020,3 YAG,First-degree,Male,CAH19-04-05,Slavic studies,50,45,0,12.6,45,11.7,9.2,56.8,75.4,79.1,22.3,20,27300,37700,50500
202122,2019/2020,1 YAG,First-degree,Male,CAH24-01-01,Information services,40,40,1.2,1.2,40,9.7,18.1,62.5,68.5,72.2,9.7,25,20100,22600,29900
202122,2019/2020,1 YAG,First-degree,Female,CAH11-01-08,Others in computing,75,75,0,1.3,75,3.3,7.4,66.4,81.9,89.3,22.9,45,19300,25200,32500
202324,2019/2020,3 YAG,First-degree,Male,CAH01-01-01,Medical sciences (non-specific),90,85,0,6.3,85,0.4,6,52.1,76.8,93.6,41.5,40,27800,39500,48300
202122,2019/2020,1 YAG,First-degree,Female,CAH11-01-03,Information systems,70,70,0,0,70,4.8,11,67.6,80.7,84.1,16.6,45,17500,27400,35400
